10001|18 Chefs Pte Ltd|ORIGINAL|18S|C1|20170612|Dinner 1800-1959|1500|21.19|0.00|1.39|0.00|0.00|0.00|2|1|
10002|18 Chefs Pte Ltd|ORIGINAL|18S|C1|20170612|Tea 1400-1759|1700|21.15|0.00|1.39|-0.04|0.00|0.00|3|1|
10003|18 Chefs Pte Ltd|ORIGINAL|18S|C1|20170612|Tea 1400-1759|1800|5.10|0.00|0.34|-0.04|0.00|0.00|4|1|
